h3_index,priority_score,priority_tier,recommended_action,violation_count,severity_mean,recurrence_score,is_hotspot,hotspot_rank,congestion_score,police_station,top_violation,top_vehicle,lat,lng
896189242c3ffff,0.29860046658551026,LOW,Monitor — add to watch list for trend analysis,149,0.8288590604026845,0.08270676691729323,True,1,0.5378369710846452,HSR Layout,NO PARKING,CAR,12.910951469011714,77.64402994024117
8960145b6b7ffff,0.2985328315486086,LOW,Monitor — add to watch list for trend analysis,141,0.776595744680851,0.15126050420168066,True,1,0.5319717012986932,High ground,WRONG PARKING,SCOOTER,12.990257029512792,77.58999313400031
8961892e00bffff,0.298183511435973,LOW,Monitor — add to watch list for trend analysis,219,0.7315068493150685,0.08290155440414508,True,2,0.590510500301856,Mahadevapura,WRONG PARKING,CAR,12.996316676797564,77.69246410475205
8961892ec1bffff,0.2981289228721234,LOW,Monitor — add to watch list for trend analysis,94,0.8968085106382978,0.09302325581395349,True,1,0.4775486551429582,Banaswadi,NO PARKING,CAR,12.979352185721782,77.65241809757482
89618924a47ffff,0.2977389537858508,LOW,Monitor — add to watch list for trend analysis,179,0.8111731843575418,0.0625,True,1,0.559314306641142,Jayanagara,NO PARKING,CAR,12.917616804130882,77.57794328487263
89618925a73ffff,0.2975788314350319,LOW,Monitor — add to watch list for trend analysis,99,0.8161616161616161,0.17073170731707318,True,1,0.4956364446312203,Ashok Nagar,NO PARKING,SCOOTER,12.96882752616833,77.60528035149072
896189255cbffff,0.2973134136718164,LOW,Monitor — add to watch list for trend analysis,314,0.7101910828025477,0.013071895424836602,True,2,0.6319607575056533,Bellandur,WRONG PARKING,SCOOTER,12.921558536506367,77.66588650818304
89618925b23ffff,0.2971126913274268,LOW,Monitor — add to watch list for trend analysis,205,0.7585365853658537,0.09090909090909091,True,1,0.5806370560290639,City Market,WRONG PARKING,SCOOTER,12.956097152047933,77.57738503936817
89618925973ffff,0.29673941125169123,LOW,Monitor — add to watch list for trend analysis,122,0.8540983606557377,0.08571428571428572,True,1,0.5167314593126567,Basavanagudi,NO PARKING,CAR,12.938988470697542,77.57950481221539
8961892e94bffff,0.2967342241250505,LOW,Monitor — add to watch list for trend analysis,135,0.8229629629629629,0.10084033613445378,True,1,0.5282652847905497,Pulikeshinagar(F.Town),NO PARKING,CAR,12.996582155591616,77.61658367018129
8961892e60fffff,0.29670575382341907,LOW,Monitor — add to watch list for trend analysis,8,0.7,0.0,True,45,0.1924202496847089,K.R. Pura,WRONG PARKING,SCOOTER,13.002667007415274,77.71065079525968
89618920ed7ffff,0.2965201150116658,LOW,Monitor — add to watch list for trend analysis,17,0.7,0.0,True,22,0.274527835038325,Whitefield,WRONG PARKING,CAR,12.944751596742742,77.74943055239919
8960145a32bffff,0.2964316498443271,LOW,Monitor — add to watch list for trend analysis,191,0.8162303664921466,0.038461538461538464,True,1,0.5722379626417984,Byatarayanapura,NO PARKING,CAR,12.959496121425227,77.51909953910872
8960145b407ffff,0.2959266874159965,LOW,Monitor — add to watch list for trend analysis,129,0.8736434108527132,0.05,True,1,0.5215626357932399,Cubbon Park,NO PARKING,CAR,12.977439743696133,77.58737061034168
896014594b7ffff,0.29578665020307676,LOW,Monitor — add to watch list for trend analysis,185,0.7562162162162163,0.10897435897435898,True,1,0.5709871092201546,Yeshwanthpura,WRONG PARKING,SCOOTER,13.020284990712538,77.55679949061893
8960145b26bffff,0.29577295475524923,LOW,Monitor — add to watch list for trend analysis,258,0.7348837209302326,0.0635593220338983,True,1,0.6108599788123679,Sadashivanagar,WRONG PARKING,CAR,13.026642129988996,77.57495714752065
8961892cd3bffff,0.29573654265409777,LOW,Monitor — add to watch list for trend analysis,189,0.7756613756613756,0.08284023668639054,True,1,0.5725765159865486,R.T. Nagar,WRONG PARKING,CAR,13.024445673718256,77.59417918940602
89618920cbbffff,0.29546580311890047,LOW,Monitor — add to watch list for trend analysis,8,0.9,0.5,False,0,0.10089334445502038,Whitefield,NO PARKING,CAR,12.919132880227288,77.73572684754313
896189240cbffff,0.2951483563371517,LOW,Monitor — add to watch list for trend analysis,173,0.7606936416184971,0.11486486486486487,True,1,0.5622859007295166,HSR Layout,WRONG PARKING,CAR,12.89171996897641,77.6400915192258
89618926bc7ffff,0.29498200680729747,LOW,Monitor — add to watch list for trend analysis,11,0.8636363636363636,0.0,True,36,0.2224837893301106,Thalagattapura,NO PARKING,CAR,12.850227536861649,77.5894455351815
8960145a357ffff,0.29459612554703735,LOW,Monitor — add to watch list for trend analysis,288,0.7090277777777777,0.06367041198501873,True,1,0.6214725333112013,Byatarayanapura,WRONG PARKING,SCOOTER,12.960527866486713,77.53054154122069
8960145a68fffff,0.2944580049820729,LOW,Monitor — add to watch list for trend analysis,208,0.8057692307692308,0.024630541871921183,True,1,0.580840792981353,Basavanagudi,NO PARKING,CAR,12.943309775662664,77.56634193284613
8961892e48fffff,0.2942295702364157,LOW,Monitor — add to watch list for trend analysis,247,0.7194331983805667,0.05128205128205128,True,2,0.6076497898559219,Mahadevapura,WRONG PARKING,CAR,12.972721359002872,77.71013544825783
896016961a3ffff,0.29391295471857243,LOW,Monitor — add to watch list for trend analysis,3,0.9,0.5,True,51,0.11468970768271866,Yelahanka,NO PARKING,CAR,13.083345770004588,77.55003014908033
89601690463ffff,0.29366641958750855,LOW,Monitor — add to watch list for trend analysis,5,0.9,0.25,True,35,0.1375876300620835,Devanahalli Airport,NO PARKING,CAR,13.195160131820264,77.70793626094593
89618925b43ffff,0.2935361515525511,LOW,Monitor — add to watch list for trend analysis,90,0.8822222222222222,0.09859154929577464,True,1,0.45967550804513313,Halasuru Gate,NO PARKING,CAR,12.963535205329856,77.59014581816211
89618925a4bffff,0.29348370908915383,LOW,Monitor — add to watch list for trend analysis,130,0.8869230769230769,0.023809523809523808,True,1,0.5230572385128185,Ashok Nagar,NO PARKING,CAR,12.9741491418856,77.611991046319
89618925877ffff,0.29334032626731377,LOW,Monitor — add to watch list for trend analysis,91,0.8340659340659341,0.14925373134328357,True,1,0.4702618480146333,Wilson Garden,NO PARKING,CAR,12.945337344907427,77.59766278483664
8960145b443ffff,0.2932739433676268,LOW,Monitor — add to watch list for trend analysis,109,0.8559633027522936,0.09090909090909091,True,1,0.5063884804455524,Cubbon Park,NO PARKING,CAR,12.985965945920508,77.5947355666389
89618925373ffff,0.29277397608118727,LOW,Monitor — add to watch list for trend analysis,181,0.8320441988950276,0.016853932584269662,True,1,0.5654010679123157,Jeevanbheemanagar,NO PARKING,MAXI-CAB,12.961209426228725,77.64307720300786
8960145a3a3ffff,0.29243021331050656,LOW,Monitor — add to watch list for trend analysis,80,0.8150000000000001,0.19047619047619047,True,1,0.4676176269178962,Byatarayanapura,NO PARKING,CAR,12.94880032151652,77.52252990183392
8961892ebb3ffff,0.2922117250100164,LOW,Monitor — add to watch list for trend analysis,94,0.8319148936170213,0.14102564102564102,True,1,0.4851960231191276,Pulikeshinagar(F.Town),NO PARKING,SCOOTER,12.998728024713742,77.61421192715285
8960145a13bffff,0.29184650793940253,LOW,Monitor — add to watch list for trend analysis,281,0.7277580071174378,0.037037037037037035,True,1,0.622133427584099,Byatarayanapura,WRONG PARKING,SCOOTER,12.934928591103922,77.51688889862493
89601690c77ffff,0.29176400339713227,LOW,Monitor — add to watch list for trend analysis,122,0.6344262295081967,0.03389830508474576,True,8,0.5124824991507442,Chikkajala,PARKING IN A MAIN ROAD,CAR,13.192101414692646,77.648207140394
8961892e913ffff,0.29165288654828625,LOW,Monitor — add to watch list for trend analysis,144,0.8374999999999999,0.051470588235294115,True,1,0.5418782838625334,Pulikeshinagar(F.Town),NO PARKING,CAR,12.983763254909702,77.61395920281534
8960145b4d7ffff,0.29154600522612056,LOW,Monitor — add to watch list for trend analysis,94,0.7468085106382979,0.2328767123287671,True,1,0.4903221344976234,Cubbon Park,WRONG PARKING,SCOOTER,12.975265547518998,77.59816652065201
8961892420bffff,0.29134847756170484,LOW,Monitor — add to watch list for trend analysis,132,0.8378787878787879,0.06666666666666667,True,1,0.5256879339470689,HSR Layout,NO PARKING,MOTOR CYCLE,12.914189675489924,77.63625882334098
89618925977ffff,0.29117327249386477,LOW,Monitor — add to watch list for trend analysis,170,0.7741176470588235,0.087248322147651,True,1,0.5592129017422505,Basavanagudi,WRONG PARKING,CAR,12.937930322970495,77.57647891671995
8961892e90fffff,0.2899709771214842,LOW,Monitor — add to watch list for trend analysis,95,0.8621052631578948,0.0963855421686747,True,1,0.4850320881682125,Pulikeshinagar(F.Town),NO PARKING,SCOOTER,12.988055223834326,77.60921604741871
8961892e253ffff,0.28996336828188674,LOW,Monitor — add to watch list for trend analysis,7,0.9,0.2,True,37,0.16428335969657065,K.R. Pura,NO PARKING,LGV,13.020875593512836,77.70312958380573
89601696007ffff,0.28982680012039996,LOW,Monitor — add to watch list for trend analysis,21,0.8809523809523809,0.0,True,16,0.2997706810434451,Yelahanka,NO PARKING,CAR,13.097177280542285,77.5725282098035
89601459537ffff,0.28982154354243905,LOW,Monitor — add to watch list for trend analysis,206,0.7611650485436893,0.057291666666666664,True,1,0.5809592400880852,Rajajinagar,WRONG PARKING,CAR,13.020359361600784,77.5315353670817
896189259c7ffff,0.2895816089511401,LOW,Monitor — add to watch list for trend analysis,155,0.8574193548387097,0.006493506493506494,True,1,0.5460669549761449,Jayanagara,NO PARKING,CAR,12.932549820853893,77.58661670317291
8961892c997ffff,0.28950836556227805,LOW,Monitor — add to watch list for trend analysis,201,0.7930348258706468,0.02564102564102564,True,1,0.5770012558566306,R.T. Nagar,WRONG PARKING,CAR,13.027675976835534,77.58640903709531
89618920bdbffff,0.2883800778607674,LOW,Monitor — add to watch list for trend analysis,270,0.714074074074074,0.011320754716981131,True,2,0.6150018306049873,HAL Old Airport,WRONG PARKING,CAR,12.95665716463066,77.71528225991652
8961892588bffff,0.2880907145459201,LOW,Monitor — add to watch list for trend analysis,191,0.7345549738219896,0.09523809523809523,True,1,0.5747764054457587,Mico Layout,NO PARKING,CAR,12.936751196653573,77.60714699213088
8961892e943ffff,0.28776143063421283,LOW,Monitor — add to watch list for trend analysis,168,0.8023809523809524,0.04430379746835443,True,1,0.5554871911106105,Pulikeshinagar(F.Town),NO PARKING,SCOOTER,12.993377421558263,77.61592752561967
8961892090bffff,0.2877251412013976,LOW,Monitor — add to watch list for trend analysis,194,0.7381443298969071,0.06111111111111111,True,2,0.5778065218810388,HAL Old Airport,WRONG PARKING,SCOOTER,12.93639595139664,77.69987067135932
8960145b4cfffff,0.28770346668933094,LOW,Monitor — add to watch list for trend analysis,161,0.8267080745341615,0.025477707006369428,True,1,0.5515906838058714,Cubbon Park,NO PARKING,SCOOTER,12.980615826186819,77.59645105689309
8961892eeb3ffff,0.28767055531413915,LOW,Monitor — add to watch list for trend analysis,155,0.7083870967741935,0.14393939393939395,True,2,0.5496911169321637,Banaswadi,NO PARKING,SCOOTER,12.99111494783534,77.65201601468333
89618925363ffff,0.28759138226508546,LOW,Monitor — add to watch list for trend analysis,213,0.7389671361502348,0.06598984771573604,True,1,0.5821699149835982,Jeevanbheemanagar,NO PARKING,CAR,12.96335644317602,77.64070521174853
8961892db7bffff,0.28747373397309745,LOW,Monitor — add to watch list for trend analysis,41,0.7,0.02631578947368421,True,12,0.3734171794202636,Yelahanka,WRONG PARKING,CAR,13.121639452189962,77.61689104815053
8961892c9b7ffff,0.28745426139086483,LOW,Monitor — add to watch list for trend analysis,233,0.7377682403433476,0.04807692307692308,True,1,0.5965704395500787,Kodigehalli,WRONG PARKING,CAR,13.02770165044747,77.57798385735394
8961892db67ffff,0.2871506941842887,LOW,Monitor — add to watch list for trend analysis,41,0.7,0.025,True,12,0.3849883043948616,Yelahanka,WRONG PARKING,MAXI-CAB,13.119517977955587,77.61083299013272
89618925c63ffff,0.287103880904323,LOW,Monitor — add to watch list for trend analysis,126,0.8531746031746031,0.04132231404958678,True,1,0.5239966866429925,Adugodi,NO PARKING,SCOOTER,12.933515474586674,77.61491644470627
896014594d7ffff,0.28643859437045766,LOW,Monitor — add to watch list for trend analysis,80,0.8487500000000001,0.12857142857142856,True,1,0.4641996106029605,Sadashivanagar,NO PARKING,SCOOTER,13.02772704957693,77.56955947468921
89618925b27ffff,0.28594094764244393,LOW,Monitor — add to watch list for trend analysis,44,0.8681818181818183,0.21212121212121213,True,1,0.3893664262108631,V.V.Puram (C.Pet),NO PARKING,CAR,12.95503872899199,77.5743590553384
8960145a3afffff,0.28586587730797214,LOW,Monitor — add to watch list for trend analysis,46,0.8608695652173913,0.21212121212121213,True,1,0.39068575103605735,Byatarayanapura,NO PARKING,CAR,12.950945000101258,77.5201603817016
8961892f69bffff,0.28586150376060726,LOW,Monitor — add to watch list for trend analysis,220,0.7931818181818182,0.02830188679245283,False,0,0.5855868177327606,K.R. Pura,NO PARKING,CAR,13.046376216057984,77.750590060611
89618925a2bffff,0.2853572795286963,LOW,Monitor — add to watch list for trend analysis,90,0.8622222222222221,0.0875,True,1,0.4767088403710118,Ashok Nagar,NO PARKING,CAR,12.966710599906333,77.59922616685665
896014514dbffff,0.2851088585846979,LOW,Monitor — add to watch list for trend analysis,42,0.7833333333333333,0.024390243902439025,True,9,0.38625759571324947,Thalagattapura,WRONG PARKING,CAR,12.875001059033211,77.5411461178543
8960145b60bffff,0.28448472107774275,LOW,Monitor — add to watch list for trend analysis,65,0.7892307692307692,0.22448979591836735,True,1,0.4367504201376178,R.T. Nagar,WRONG PARKING,CAR,13.004133469640006,77.59564309328398
8960145b557ffff,0.28418503011991525,LOW,Monitor — add to watch list for trend analysis,197,0.7461928934010152,0.060109289617486336,True,1,0.576006868570398,Upparpet,WRONG PARKING,CAR,12.975350343562363,77.57289433214187
8961892490fffff,0.28368594957294974,LOW,Monitor — add to watch list for trend analysis,32,0.875,0.03225806451612903,True,9,0.3554169389931388,Thalagattapura,NO PARKING,CAR,12.883523423553802,77.54850351671624
8961892ecb3ffff,0.28346168598877713,LOW,Monitor — add to watch list for trend analysis,197,0.7426395939086295,0.06111111111111111,True,1,0.5755195168336263,Jeevanbheemanagar,NO PARKING,CAR,12.96867804802574,77.64741906727654
8961892e9c3ffff,0.28333775965879954,LOW,Monitor — add to watch list for trend analysis,105,0.8285714285714286,0.08791208791208792,True,1,0.49774258229072055,Pulikeshinagar(F.Town),NO PARKING,CAR,12.985880539373692,77.62001482567302
8960145b4afffff,0.28261657129615947,LOW,Monitor — add to watch list for trend analysis,121,0.8256198347107438,0.06140350877192982,True,1,0.5179059389156488,Halasuru Gate,NO PARKING,PASSENGER AUTO,12.973176787295207,77.5836885137371
8961892446fffff,0.2825920430656804,LOW,Monitor — add to watch list for trend analysis,127,0.7015748031496063,0.189873417721519,True,1,0.5107894731729294,Hulimavu,WRONG PARKING,LORRY/GOODS VEHICLE,12.883161251547719,77.64115021308399
8961892e167ffff,0.2825865844222079,LOW,Monitor — add to watch list for trend analysis,139,0.8136690647482014,0.02962962962962963,True,2,0.5372959309606335,Banaswadi,NO PARKING,SCOOTER,12.9921436344337,77.66347675018947
8961892e963ffff,0.28253727134746653,LOW,Monitor — add to watch list for trend analysis,118,0.7779661016949152,0.1188118811881188,True,1,0.5272434902690306,Pulikeshinagar(F.Town),NO PARKING,CAR,12.993405677152369,77.6075004913409
8961892cb9bffff,0.28202833073383426,LOW,Monitor — add to watch list for trend analysis,60,0.8933333333333333,0.11320754716981132,True,1,0.43090134781516065,Hebbala,NO PARKING,SCOOTER,13.05436981018982,77.59468269643907
8961892c9cfffff,0.2818161962415804,LOW,Monitor — add to watch list for trend analysis,163,0.7533742331288343,0.08053691275167785,True,1,0.5543947130103177,Kodigehalli,WRONG PARKING,SCOOTER,13.040492931046483,77.58903192006632
8960145b54fffff,0.2818053379475723,LOW,Monitor — add to watch list for trend analysis,120,0.7533333333333333,0.14,True,1,0.5219071160244723,Sheshadripuram,WRONG PARKING,PASSENGER AUTO,12.98069969480867,77.57117891672155
8960145a6c3ffff,0.28135850747086494,LOW,Monitor — add to watch list for trend analysis,52,0.8692307692307693,0.16279069767441862,True,1,0.41003293360794224,V.V.Puram (C.Pet),NO PARKING,SCOOTER,12.948630469633484,77.57304846211579
8961892ed93ffff,0.28130813679875233,LOW,Monitor — add to watch list for trend analysis,87,0.8597701149425288,0.08,True,1,0.4649798665608893,Halasur,NO PARKING,CAR,12.96124008265397,77.6346484835241
